City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,notodden,59.5594,9.2585,15.95,87,100,0.45,NO,1721966669
368,kalachinsk,55.0529,74.5751,18.51,72,71,7.21,RU,1721966670
369,sena madureira,-9.0656,-68.6569,23.54,57,30,0.64,BR,1721966671
370,santa elena de uairen,4.6167,-61.1333,20.06,91,87,0.94,VE,1721966672
371,vernon,50.2581,-119.2691,15.25,77,70,0.45,CA,1721966673
372,dwarka,22.2394,68.9678,28.26,86,100,9.33,IN,1721966674
373,mount isa,-20.7333,139.5,27.87,36,34,3.6,AU,1721966414
374,shambu,9.5667,37.1,11.14,96,98,0.76,ET,1721966676
375,san patricio,28.017,-97.5169,27.94,82,82,2.23,US,1721966677
376,champerico,14.3,-91.9167,27.73,83,97,3.1,GT,1721966678
377,prineville,44.2999,-120.8345,20.39,28,20,4.63,US,1721966679
378,sheridan,44.8333,-106.9173,26.84,28,99,3.66,US,1721966680
379,beaufort west,-32.3567,22.583,9.09,45,0,3.59,ZA,1721966681
380,velikiy ustyug,60.7644,46.3106,16.28,61,100,2.69,RU,1721966682
381,mexico,15.0646,120.7198,29.92,73,100,6.46,PH,1721966683
382,labytnangi,66.6572,66.4183,11.99,64,100,0.28,RU,1721966684
383,beau vallon,-20.4189,57.6953,23.45,72,3,3.68,MU,1721966685
384,miyako,39.6367,141.9525,22.82,93,100,1.87,JP,1721966422
385,pacific grove,36.6177,-121.9166,18.23,88,0,0.89,US,1721966687
386,dapa,9.7594,126.0531,30.05,65,86,0.33,PH,1721966688
387,shimoda,34.6667,138.95,29.32,79,96,6.9,JP,1721966689
388,chonchi,-42.6128,-73.8092,3.4,89,54,1.33,CL,1721966690
389,conception bay south,47.4999,-52.9981,13.7,92,61,3.29,CA,1721966691
390,kone,-21.0595,164.8658,23.95,52,15,4.26,NC,1721966692
391,puerto baquerizo moreno,-0.9,-89.6,20.33,82,46,5.5,EC,1721966693
392,richards bay,-28.783,32.0377,13.47,83,21,2.67,ZA,1721966694
393,bandarbeyla,9.4942,50.8122,26.93,64,73,12.68,SO,1721966695
394,sturgeon bay,44.8342,-87.377,16.2,82,0,2.06,US,1721966696
395,rundu,-17.9333,19.7667,11.66,16,0,1.54,NA,1721966431
396,adel,31.1371,-83.4235,24.94,99,68,0.69,US,1721966698
397,arlington,32.7357,-97.1081,27.32,76,0,3.6,US,1721966464
398,wainwright,52.839,-110.8572,12.12,67,19,7.12,CA,1721966700
399,wynyard,-41.0,145.7167,11.74,79,90,7.48,AU,1721966702
400,walvis bay,-22.9575,14.5053,10.61,78,0,1.68,NA,1721966703
401,simpang,-1.2667,104.0833,32.37,48,70,3.0,ID,1721966705
402,puerto madero,14.7208,-92.4215,26.11,89,40,0.0,MX,1721966706
403,torredembarra,41.1451,1.3986,25.21,79,0,1.54,ES,1721966573
404,lesnoy,57.6198,63.0784,11.03,97,100,6.89,RU,1721966709
405,alesund,62.4723,6.1549,16.29,94,75,1.54,NO,1721966659
406,kailua-kona,19.6406,-155.9956,28.49,78,40,3.6,US,1721966711
407,vieux-habitants,16.0589,-61.7659,27.76,78,13,5.88,GP,1721966712
408,afaahiti,-17.75,-149.2833,24.93,71,58,7.47,PF,1721966713
409,teknaf,20.8624,92.3058,27.31,92,100,6.28,BD,1721966714
410,constitucion,-35.3333,-72.4167,10.03,92,43,4.29,CL,1721966715
411,dodge city,37.7528,-100.0171,24.58,66,0,2.24,US,1721966716
412,manturovo,58.3353,44.7619,14.94,65,100,2.26,RU,1721966717
413,las khorey,11.1595,48.1967,31.85,57,29,5.78,SO,1721966719
414,orumiyeh,37.5527,45.0761,22.75,60,20,3.09,IR,1721966720
415,hyesan-dong,41.3976,128.1787,27.54,78,100,2.81,KP,1721966721
416,tarauaca,-8.1614,-70.7656,24.09,58,50,1.0,BR,1721966722
417,enewetak,11.3474,162.3373,28.58,80,99,7.68,MH,1721966723
418,kharp,66.8014,65.8081,12.53,59,100,1.38,RU,1721966724
419,shahr-e babak,30.1165,55.1186,30.13,21,15,3.19,IR,1721966725
420,ad douiem,14.0012,32.3116,29.22,58,77,6.67,SD,1721966726
421,sao paulo de olivenca,-3.3783,-68.8725,23.1,93,66,1.18,BR,1721966727
422,mandan,46.8267,-100.8896,27.99,83,0,9.77,US,1721966611
423,bengkulu,-3.8004,102.2655,28.95,63,9,3.77,ID,1721966570
424,fort st. john,56.2499,-120.8529,16.94,63,75,3.09,CA,1721966730
425,labrador city,52.9463,-66.9114,10.39,90,66,2.46,CA,1721966731
426,pyt-yakh,60.7499,72.8582,15.36,78,65,1.45,RU,1721966732
427,boa vista,2.8197,-60.6733,25.99,83,40,2.06,BR,1721966733
428,omutinskiy,56.4745,67.6709,12.75,96,100,7.17,RU,1721966734
429,chinoz,40.9364,68.7697,37.61,13,8,2.8,UZ,1721966735
430,douz,33.4663,9.0203,26.28,38,0,2.44,TN,1721966736
431,zeya,53.75,127.2667,30.36,40,1,1.76,RU,1721966737
432,boca suno,-0.7167,-77.1333,21.49,93,100,0.96,EC,1721966738
433,namibe,-15.1961,12.1522,14.84,91,6,2.66,AO,1721966739
434,sambava,-14.2667,50.1667,19.6,83,42,2.21,MG,1721966740
435,gamba,-2.65,10.0,21.71,95,94,2.09,GA,1721966741
436,misratah,32.3754,15.0925,25.08,77,0,1.6,LY,1721966567
437,al wajh,26.2455,36.4525,28.97,79,0,0.0,SA,1721966743
438,moab,38.5733,-109.5498,30.03,27,84,3.17,US,1721966744
439,laascaanood,8.4774,47.3597,22.41,70,95,14.11,SO,1721966745
440,kashgar,39.4547,75.9797,31.5,21,0,0.18,CN,1721966746
441,mao,39.8885,4.2658,21.31,73,0,1.03,ES,1721966747
442,bibiani,6.4635,-2.3194,20.04,99,100,0.77,GH,1721966748
443,axim,4.8699,-2.2405,23.45,89,81,3.81,GH,1721966583
444,behshahr,36.6923,53.5526,29.01,62,54,2.72,IR,1721966750
445,mugia,43.1041,-9.2179,17.73,92,24,3.0,ES,1721966751
446,roma,43.2128,-75.4557,17.08,72,75,4.12,US,1721966596
447,taroa,8.7058,171.2275,28.31,78,47,8.52,MH,1721966753
448,hoa binh,20.8133,105.3383,36.44,52,15,1.02,VN,1721966754
449,ad dilam,23.9915,47.1627,34.23,13,100,3.4,SA,1721966755
450,semporna,4.4818,118.6112,30.21,68,75,4.04,MY,1721966756
451,pankrushikha,53.8319,80.3406,23.31,71,78,2.83,RU,1721966757
452,makoua,0.0069,15.6333,23.63,70,60,1.42,CG,1721966758
453,sokcho,38.2083,128.5911,27.67,87,98,1.21,KR,1721966720
454,sejny,54.108,23.347,15.33,98,100,2.19,PL,1721966760
455,holualoa,19.6228,-155.9522,26.42,80,40,3.6,US,1721966761
456,tamanrasset,22.785,5.5228,24.95,47,0,1.54,DZ,1721966762
457,fomboni,-12.28,43.7425,24.67,69,0,3.11,KM,1721966726
458,coquimbo,-29.9533,-71.3436,10.85,84,100,3.09,CL,1721966765
459,isfana,39.8386,69.5306,25.31,23,1,1.82,KG,1721966766
460,umm kaddadah,13.6017,26.6876,26.47,61,85,6.4,SD,1721966767
461,tillaberi,14.2117,1.4531,29.05,66,98,8.26,NE,1721966768
462,belmonte,-15.8631,-38.8828,22.03,84,42,2.68,BR,1721966769
463,anaconda,46.1285,-112.9423,21.55,57,0,2.46,US,1721966770
464,lazaro cardenas,17.9583,-102.2,27.43,79,94,1.39,MX,1721966771
465,novyy urgal,51.0736,132.5642,27.97,40,0,0.87,RU,1721966772
466,yorkton,51.2167,-102.4677,25.71,51,96,3.71,CA,1721966773
467,chengde,40.9725,117.9361,29.97,63,100,0.95,CN,1721966491
468,bogale,16.2833,95.4,26.82,86,100,7.48,MM,1721966775
469,prince rupert,54.3161,-130.3201,13.58,96,99,1.4,CA,1721966776
470,greenville,35.6127,-77.3663,23.09,99,100,1.54,US,1721966777
471,lompoc,34.6391,-120.4579,20.94,94,100,3.09,US,1721966778
472,quevedo,-1.0333,-79.45,23.24,86,19,1.54,EC,1721966779
473,scottburgh,-30.2867,30.7532,12.75,80,0,3.34,ZA,1721966780
474,saacow,1.6279,42.4407,23.02,85,84,3.26,SO,1721966781
475,mirnyy,62.5353,113.9611,26.65,58,79,1.64,RU,1721966661
476,barcelos,41.5388,-8.6151,21.03,82,0,2.09,PT,1721966783
477,hadibu,12.65,54.0333,26.2,78,100,12.57,YE,1721966784
478,isangel,-19.55,169.2667,22.68,68,22,9.05,VU,1721966785
479,tromso,69.6496,18.957,14.01,82,0,1.03,NO,1721966786
480,kuanda,56.3161,116.0806,32.06,35,1,1.37,RU,1721966787
481,xining,36.6167,101.7667,23.58,47,87,3.03,CN,1721966754
482,pangody,65.85,74.4859,15.05,68,85,2.7,RU,1721966789
483,thunder bay,48.4001,-89.3168,14.86,80,2,0.79,CA,1721966790
484,san juan de miraflores,-12.1629,-76.9635,16.04,91,69,3.32,PE,1721966791
485,el nido,11.1858,119.3956,33.41,55,26,1.34,PH,1721966792
486,nurota,40.5614,65.6886,30.21,35,0,5.71,UZ,1721966793
487,yibin,28.7667,104.6238,34.3,59,35,1.04,CN,1721966653
488,villa gesell,-37.2639,-56.973,8.92,63,100,2.34,AR,1721966648
489,lalibela,12.0333,39.0333,16.3,73,100,0.16,ET,1721966796
490,saint-girons,42.9167,1.1667,14.4,90,0,1.24,FR,1721966797
491,platon sanchez,21.2833,-98.3667,24.19,94,98,1.22,MX,1721966799
492,altay,47.8667,88.1167,27.92,37,23,2.39,CN,1721966592
493,juan griego,11.0817,-63.9655,27.13,84,99,6.37,VE,1721966800
494,galliano,29.4422,-90.2992,26.0,89,0,2.06,US,1721966801
495,ust'-ilimsk,58.0006,102.6619,25.55,55,99,0.62,RU,1721966764
496,amasra,41.7463,32.3863,23.03,79,67,1.89,TR,1721966803
497,cabedelo,-6.9811,-34.8339,22.37,80,24,5.86,BR,1721966728
498,touros,-5.1989,-35.4608,21.74,87,21,4.36,BR,1721966805
499,gorontalo,0.5412,123.0595,31.08,63,69,3.43,ID,1721966521
500,ribas do rio pardo,-20.4431,-53.7592,20.85,32,100,1.16,BR,1721966807
501,pasuquin,18.3328,120.6177,29.22,84,100,11.27,PH,1721966810
502,hammerfest,70.6634,23.6821,20.25,68,20,2.57,NO,1721966811
503,malegaon,20.55,74.5333,26.32,75,100,7.61,IN,1721966812
504,taunggyi,20.7833,97.0333,18.72,98,100,1.84,MM,1721966812
505,tralee,52.2704,-9.7026,11.14,96,41,2.34,IE,1721966813
506,westport,41.1415,-73.3579,22.53,73,0,1.54,US,1721966814
507,maragogi,-9.0122,-35.2225,22.89,86,22,4.67,BR,1721966815
508,kimbe,-5.5502,150.1429,29.22,79,88,0.15,PG,1721966816
509,ancud,-41.8697,-73.8203,6.23,79,43,2.51,CL,1721966817
510,ust'-uda,54.1742,103.0304,19.09,92,100,1.65,RU,1721966818
511,maqat,47.65,53.3167,23.87,36,4,4.82,KZ,1721966819
512,kandyagash,49.4744,57.4233,17.79,65,15,9.2,KZ,1721966820
513,san luis,-33.295,-66.3356,11.71,27,0,2.55,AR,1721966821
514,margate,51.3813,1.3862,14.94,89,100,5.68,GB,1721966678
515,pizarro,4.9533,-77.366,24.78,92,100,1.74,CO,1721966823
516,cockburn town,21.4612,-71.1419,28.63,84,95,9.54,TC,1721966824
517,visby,57.6409,18.296,14.12,100,3,2.06,SE,1721966825
518,mount horeb,43.0086,-89.7385,18.25,89,1,0.45,US,1721966826
519,hulan ergi,47.2042,123.6333,23.84,75,100,5.84,CN,1721966827
520,buka,40.8108,69.1986,37.54,13,2,1.46,UZ,1721966828
521,yeraliyev,43.2,51.65,24.23,53,0,0.89,KZ,1721966829
522,kalmunai,7.4167,81.8167,32.66,48,100,2.81,LK,1721966830
523,santa cruz,-17.8,-63.1667,20.63,65,35,2.12,BO,1721966831
524,amga,60.8953,131.9608,30.74,39,99,2.53,RU,1721966832
525,kirakira,-10.4544,161.9205,27.59,77,80,5.91,SB,1721966833
526,goiatuba,-18.0125,-49.3547,16.65,38,0,3.09,BR,1721966834
527,shimanovsk,52.0,127.7,29.08,42,0,2.39,RU,1721966694
528,ploudalmezeau,48.5333,-4.65,16.29,94,100,0.51,FR,1721966836
529,tommot,58.9564,126.2925,32.19,39,47,2.32,RU,1721966837
530,kourou,5.1552,-52.6478,24.03,92,92,2.81,GF,1721966840
531,port macquarie,-31.4333,152.9167,19.15,62,94,3.76,AU,1721966593
532,fuglafjordur,62.244,-6.814,11.26,97,96,6.01,FO,1721966842
533,as samawah,31.332,45.2944,36.16,23,1,5.22,IQ,1721966688
534,aykhal,66.0,111.5,9.31,96,100,4.22,RU,1721966844
535,lewistown,40.5992,-77.5714,20.67,88,40,0.0,US,1721966845
536,havre,49.5833,0.3333,16.87,88,100,4.63,FR,1721966846
537,ghat,24.9647,10.1728,29.45,33,6,2.11,LY,1721966847
538,mendefera,14.8872,38.8153,17.25,81,92,0.54,ER,1721966591
539,chifeng,42.2683,118.9636,27.17,63,100,1.76,CN,1721966849
540,beyneu,45.3167,55.2,25.89,33,2,3.71,KZ,1721966850
541,ibiza,38.9088,1.433,24.4,88,0,2.57,ES,1721966851
542,pursat,12.3333,103.6667,27.74,74,99,2.1,KH,1721966657
543,inhuma,-6.6683,-41.7078,19.35,68,14,3.59,BR,1721966853
544,abadeh,31.1608,52.6506,28.56,14,5,1.37,IR,1721966854
545,puerto aysen,-45.4,-72.7,4.45,99,100,2.81,CL,1721966682
546,jatai,-17.8814,-51.7144,18.07,37,45,1.68,BR,1721966856
547,vallenar,-28.5708,-70.7581,15.7,27,9,0.05,CL,1721966857
548,fonte boa,-2.4959,-66.2662,24.59,82,90,1.14,BR,1721966858
549,port blair,11.6667,92.75,30.02,84,100,7.72,IN,1721966696
550,nampula,-15.1165,39.2666,15.97,82,20,0.0,MZ,1721966860
551,redencao,-4.2258,-38.7306,20.85,93,10,0.83,BR,1721966861
552,borzya,50.3833,116.5167,28.83,33,100,8.8,RU,1721966862
553,daru,-9.0763,143.2092,26.12,86,100,7.97,PG,1721966863
554,ketchikan,55.3422,-131.6461,16.26,77,100,1.54,US,1721966864
555,panaba,21.2833,-88.2667,25.15,86,67,3.05,MX,1721966865
556,dok kham tai,19.1624,99.9934,27.25,81,100,2.03,TH,1721966868
557,undurkhaan,47.3194,110.6556,19.38,77,100,5.89,MN,1721966869
558,prince albert,53.2001,-105.7677,23.59,53,50,3.84,CA,1721966870
559,lautoka,-17.6167,177.4667,26.92,54,20,5.66,FJ,1721966723
